url,date_posted,street,price_total_zl,price_per_m2_zl,area_m2,rooms,city
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-pawla-ii-2-pokojowe-n9c2d1,5 dni temu,ul. Jana Pawła II,699000.0,18424.0,38.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wyczolki-ul-pieskowa-skala-2-pokojowe-v0h6k9,wczoraj,ul. Pieskowa Skała,719000.0,20508.0,35.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wyczolki-ul-zloty-potok-2-pokojowe-x7c5x5,wczoraj,ul. Złoty Potok,869000.0,20313.0,43.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-szczesliwicka-3-pokojowe-a4y1w3,5 dni temu,ul. Szczęśliwicka,679000.0,14729.0,46.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-orlich-gniazd-2-pokojowe-l7m3v8,ponad tydzień temu,ul. Orlich Gniazd,625000.0,13587.0,46.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-swiatowida-2-pokojowe-o9i7k0,wczoraj,ul. Światowida,530000.0,12740.0,42.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-aleksandra-kaminskiego-3-pokojowe-q2x4n1,2 dni temu,ul. Aleksandra Kamińskiego,820000.0,12500.0,66.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wojciecha-boguslawskiego-3-pokojowe-t9t6b7,ponad tydzień temu,ul. Wojciecha Bogusławskiego,1162000.0,17266.0,67.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-marymoncka-2-pokojowe-s4b1x2,ponad tydzień temu,ul. Marymoncka,555000.0,14158.0,39.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-3-pokojowe-n9g3y9,3 dni temu,ul. Jana Kazimierza,1490000.0,22372.0,67.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-stefana-zeromskiego-2-pokojowe-v4p2q6,3 dni temu,ul. Stefana Żeromskiego,910000.0,20500.0,44.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-kaszmirowa-4-pokojowe-r9p2i5,ponad tydzień temu,ul. Kaszmirowa,1190000.0,12143.0,98.0,4,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-liwiecka-3-pokojowe-b7e7u6,ponad tydzień temu,ul. Liwiecka,1194000.0,19900.0,60.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-xawerego-dunikowskiego-3-pokojowe-w4d0q2,3 dni temu,ul. Xawerego Dunikowskiego,874000.0,12217.0,72.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-batalionow-chlopskich-3-pokojowe-j0e9x6,3 dni temu,ul. Batalionów Chłopskich,1150000.0,18182.0,63.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-zlocienia-2-pokojowe-u9f5p3,ponad tydzień temu,ul. Złocienia,630000.0,17213.0,37.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-lukowska-3-pokojowe-i1i3n0,ponad tydzień temu,ul. Łukowska,850000.0,13281.0,64.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ul-znicza-3-pokojowe-d2o3t3,3 dni temu,ul. Znicza,1960000.0,26133.0,75.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-winorosli-3-pokojowe-v2g5a2,3 dni temu,ul. Winorośli,843900.0,14500.0,58.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego-1-pokoj-m5c0p2,ponad tydzień temu,ul. Jana Nowaka-Jeziorańskiego,640000.0,19692.0,33.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-apartamentowa-3-pokojowe-w7y4z5,ponad tydzień temu,ul. Apartamentowa,1049000.0,12099.0,87.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-stefana-kopcinskiego-3-pokojowe-g5q6z1,3 dni temu,ul. Stefana Kopcińskiego,895000.0,14206.0,63.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii-3-pokojowe-x2f4n2,3 dni temu,al. Jana Pawła II,1180000.0,17988.0,66.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-ks-jerzego-popieluszki-2-pokojowe-x9k3b0,ponad tydzień temu,ul. ks. Jerzego Popiełuszki,660000.0,18333.0,36.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-czeresniowa-3-pokojowe-d6a3p4,ponad tydzień temu,ul. Czereśniowa,1270000.0,15679.0,81.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor-3-pokojowe-f8b8d3,3 dni temu,ul. Skarbka z Gór,750000.0,13636.0,55.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-markowska-1-pokoj-x3p0p4,3 dni temu,ul. Markowska,680000.0,23448.0,29.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-grochowska-1-pokoj-f7f2q2,ponad tydzień temu,ul. Grochowska,497525.0,17500.0,28.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wlodarzewska-3-pokojowe-k0c2p4,ponad tydzień temu,ul. Włodarzewska,1489000.0,31769.0,47.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-kobialka-3-pokojowe-y6v4p4,3 dni temu,ul. Kobiałka,789000.0,14674.0,54.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-gen-sylwestra-kaliskiego-3-pokojowe-p8a1j3,3 dni temu,ul. gen. Sylwestra Kaliskiego,1100000.0,17742.0,62.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-ks-juliana-chroscickiego-5-pokojowe-w4b6o2,ponad tydzień temu,ul. ks. Juliana Chrościckiego,1450000.0,14576.0,99.0,5,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-lucka-3-pokojowe-v9w2j3,ponad tydzień temu,ul. Łucka,1770000.0,16825.0,105.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wlochy-2-pokojowe-32-m2-e3i7j2,3 dni temu,,594000.0,18563.0,32.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-mokotow-2-pokojowe-49-m2-f8a4k6,3 dni temu,,930000.0,18980.0,49.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-zurominska-2-pokojowe-g1n7s2,ponad tydzień temu,ul. Żuromińska,470000.0,12368.0,38.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-boleslawa-limanowskiego-3-pokojowe-s3x3s9,ponad tydzień temu,ul. Bolesława Limanowskiego,869000.0,15139.0,57.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jozefa-bellottiego-2-pokojowe-h0v5c5,3 dni temu,ul. Józefa Bellottiego,1209000.0,22683.0,53.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-al-prymasa-tysiaclecia-2-pokojowe-l2h5q1,3 dni temu,al. Prymasa Tysiąclecia,830000.0,17773.0,47.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-jana-nowaka-jezioranskiego-1-pokoj-f3c3f0,ponad tydzień temu,ul. Jana Nowaka-Jeziorańskiego,680000.0,17895.0,38.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-mordechaja-anielewicza-2-pokojowe-n8p0e4,ponad tydzień temu,ul. Mordechaja Anielewicza,1144000.0,22000.0,52.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-przasnyska-4-pokojowe-n4l2a9,3 dni temu,ul. Przasnyska,2471700.0,24794.0,100.0,4,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-swietoslawska-3-pokojowe-s0h1h3,3 dni temu,ul. Świętosławska,740000.0,15745.0,47.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-goraszewska-3-pokojowe-m8r4n8,ponad tydzień temu,ul. Goraszewska,830000.0,15962.0,52.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-dionizosa-1-pokoj-x9v6v4,ponad tydzień temu,ul. Dionizosa,452500.0,18100.0,25.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-okrag-2-pokojowe-o4w7w2,3 dni temu,ul. Okrąg,800000.0,16327.0,49.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-wolska-1-pokoj-t8t6n2,4 dni temu,ul. Wolska,640000.0,20000.0,32.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-seceminska-3-pokojowe-c7y6j9,ponad tydzień temu,ul. Secemińska,799000.0,13317.0,60.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-olbrachta-3-pokojowe-c9o9d2,ponad tydzień temu,ul. Jana Olbrachta,629000.0,12918.0,49.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-paslecka-3-pokojowe-m4h4m9,4 dni temu,ul. Pasłęcka,999990.0,12820.0,78.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-skierniewicka-3-pokojowe-b5b7o0,4 dni temu,ul. Skierniewicka,900000.0,17308.0,52.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-senatorska-2-pokojowe-z3q8u9,ponad tydzień temu,ul. Senatorska,750000.0,20604.0,36.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wladyslawa-korotynskiego-3-pokojowe-x3i2o7,ponad tydzień temu,ul. Władysława Korotyńskiego,730000.0,16371.0,45.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-2-pokojowe-46-m2-x5h3b4,4 dni temu,,966000.0,21000.0,46.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-skoroszewska-3-pokojowe-v4a0s0,4 dni temu,ul. Skoroszewska,949000.0,16649.0,57.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wladyslawa-okinskiego-2-pokojowe-g9r8f6,ponad tydzień temu,ul. Władysława Okińskiego,584500.0,15712.0,37.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-franciszka-kawy-4-pokojowe-l3p5h3,ponad tydzień temu,ul. Franciszka Kawy,1199000.0,12348.0,97.0,4,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-aleje-jerozolimskie-2-pokojowe-z9t7p4,4 dni temu,ul. Aleje Jerozolimskie,790000.0,21787.0,36.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasiczynska-3-pokojowe-e1n2b2,4 dni temu,ul. Krasiczyńska,839000.0,14719.0,57.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wesola-ul-hebanowa-4-pokojowe-b9p0p1,ponad tydzień temu,ul. Hebanowa,1050000.0,12069.0,87.0,4,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-gorczewska-2-pokojowe-t1k2w4,ponad tydzień temu,ul. Górczewska,1150000.0,16912.0,68.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-jozefa-chelmonskiego-2-pokojowe-r2a1q5,4 dni temu,ul. Józefa Chełmońskiego,756000.0,14000.0,54.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-rakowiec-ul-mariana-nowickiego-2-pokojowe-o7n2u7,4 dni temu,ul. Mariana Nowickiego,570000.0,19000.0,30.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-ciasna-1-pokoj-r7j9d0,ponad tydzień temu,ul. Ciasna,575000.0,23958.0,24.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-marcina-kasprzaka-1-pokoj-f0q2p9,ponad tydzień temu,ul. Marcina Kasprzaka,850000.0,21250.0,40.0,1,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-grodkowska-2-pokojowe-u7o9a9,ponad tydzień temu,ul. Grodkowska,879000.0,18956.0,46.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-sienna-4-pokojowe-f6u2w0,ponad tydzień temu,ul. Sienna,2197000.0,19442.0,113.0,4,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-tomcia-palucha-2-pokojowe-n0c6u2,ponad tydzień temu,ul. Tomcia Palucha,600000.0,14286.0,42.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-gen-tadeusza-bora-komorowskiego-3-pokojowe-n7w5g9,ponad tydzień temu,ul. gen. Tadeusza Bora-Komorowskiego,790000.0,12461.0,63.0,3,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-erazma-z-zakroczymia-2-pokojowe-p8k3h2,ponad tydzień temu,ul. Erazma z Zakroczymia,646000.0,13184.0,49.0,2,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wesola-ul-gosciniec-5-pokojowe-k7x9y1,ponad tydzień temu,ul. Gościniec,830000.0,8300.0,100.0,5,Warszawa
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-mikolaja-wierzynka-2-pokojowe-x7a0e8,ponad tydzień temu,ul. Mikołaja Wierzynka,650000.0,17649.0,37.0,2,Warszawa
