modality,column_index,column_name
mutation,5224,FAM177B
mutation,5225,FAM178B
mutation,5226,FAM180A
mutation,5227,FAM181A
mutation,5228,FAM181B
mutation,5229,FAM183A
mutation,5230,FAM184A
mutation,5231,FAM184B
mutation,5232,FAM185A
mutation,5233,FAM186A
mutation,5234,FAM186B
mutation,5235,FAM187B
mutation,5236,FAM189A1
mutation,5237,FAM189A2
mutation,5238,FAM189B
mutation,5239,FAM193A
mutation,5240,FAM193B
mutation,5241,FAM199X
mutation,5242,FAM200A
mutation,5243,FAM204A
mutation,5244,FAM205A
mutation,5245,FAM205C
mutation,5246,FAM207A
mutation,5247,FAM209A
mutation,5248,FAM209B
mutation,5249,FAM20A
mutation,5250,FAM20B
mutation,5251,FAM20C
mutation,5252,FAM210A
mutation,5253,FAM210B
mutation,5254,FAM214A
mutation,5255,FAM214B
mutation,5256,FAM216A
mutation,5257,FAM216B
mutation,5258,FAM217A
mutation,5259,FAM217B
mutation,5260,FAM218A
mutation,5261,FAM219A
mutation,5262,FAM219B
mutation,5263,FAM220A
mutation,5264,FAM221A
mutation,5265,FAM221B
mutation,5266,FAM222A
mutation,5267,FAM222B
mutation,5268,FAM227A
mutation,5269,FAM227B
mutation,5270,FAM228A
mutation,5271,FAM228B
mutation,5272,FAM229A
mutation,5273,FAM229B
mutation,5274,FAM234A
mutation,5275,FAM234B
mutation,5276,FAM236C
mutation,5277,FAM236D
mutation,5278,FAM237A
mutation,5279,FAM240A
mutation,5280,FAM240B
mutation,5281,FAM241A
mutation,5282,FAM241B
mutation,5283,FAM24A
mutation,5284,FAM24B
mutation,5285,FAM25A
mutation,5286,FAM25C
mutation,5287,FAM25G
mutation,5288,FAM32A
mutation,5289,FAM3A
mutation,5290,FAM3B
mutation,5291,FAM3C
mutation,5292,FAM3D
mutation,5293,FAM43A
mutation,5294,FAM43B
mutation,5295,FAM47A
mutation,5296,FAM47B
mutation,5297,FAM47C
mutation,5298,FAM47E
mutation,5299,FAM50A
mutation,5300,FAM50B
mutation,5301,FAM53A
mutation,5302,FAM53B
mutation,5303,FAM53C
mutation,5304,FAM71A
mutation,5305,FAM71B
mutation,5306,FAM71C
mutation,5307,FAM71D
mutation,5308,FAM71E1
mutation,5309,FAM71F1
mutation,5310,FAM71F2
mutation,5311,FAM72A
mutation,5312,FAM72B
mutation,5313,FAM76A
mutation,5314,FAM76B
mutation,5315,FAM78A
mutation,5316,FAM78B
mutation,5317,FAM81A
mutation,5318,FAM81B
mutation,5319,FAM83A
mutation,5320,FAM83B
mutation,5321,FAM83C
mutation,5322,FAM83D
mutation,5323,FAM83E
mutation,5324,FAM83F
mutation,5325,FAM83G
mutation,5326,FAM83H
mutation,5327,FAM86B1
mutation,5328,FAM86B2
mutation,5329,FAM86C1P
mutation,5330,FAM89A
mutation,5331,FAM89B
mutation,5332,FAM8A1
mutation,5333,FAM90A1
mutation,5334,FAM90A26
mutation,5335,FAM91A1
mutation,5336,FAM98A
mutation,5337,FAM98B
mutation,5338,FAM98C
mutation,5339,FAM9A
mutation,5340,FAM9B
mutation,5341,FAM9C
mutation,5342,FAN1
mutation,5343,FANCA
mutation,5344,FANCB
mutation,5345,FANCC
mutation,5346,FANCD2
mutation,5347,FANCD2OS
mutation,5348,FANCE
mutation,5349,FANCF
mutation,5350,FANCG
mutation,5351,FANCI
mutation,5352,FANCL
mutation,5353,FANCM
mutation,5354,FANK1
mutation,5355,FAP
mutation,5356,FAR1
mutation,5357,FAR2
mutation,5358,FARP1
mutation,5359,FARP2
mutation,5360,FARS2
mutation,5361,FARSA
mutation,5362,FARSB
mutation,5363,FAS
mutation,5364,FASLG
mutation,5365,FASN
mutation,5366,FASTK
mutation,5367,FASTKD1
mutation,5368,FASTKD2
mutation,5369,FASTKD3
mutation,5370,FASTKD5
mutation,5371,FAT1
mutation,5372,FAT2
mutation,5373,FAT3
mutation,5374,FAT4
mutation,5375,FATE1
mutation,5376,FAU
mutation,5377,FAXC
mutation,5378,FAXDC2
mutation,5379,FBF1
mutation,5380,FBH1
mutation,5381,FBL
mutation,5382,FBLIM1
mutation,5383,FBLL1
mutation,5384,FBLN1
mutation,5385,FBLN2
mutation,5386,FBLN5
mutation,5387,FBLN7
mutation,5388,FBN1
mutation,5389,FBN2
mutation,5390,FBN3
mutation,5391,FBP1
mutation,5392,FBP2
mutation,5393,FBRS
mutation,5394,FBRSL1
mutation,5395,FBXL12
mutation,5396,FBXL13
mutation,5397,FBXL14
mutation,5398,FBXL15
mutation,5399,FBXL16
mutation,5400,FBXL17
mutation,5401,FBXL18
mutation,5402,FBXL19
mutation,5403,FBXL2
mutation,5404,FBXL20
mutation,5405,FBXL22
mutation,5406,FBXL3
mutation,5407,FBXL4
mutation,5408,FBXL5
mutation,5409,FBXL6
mutation,5410,FBXL7
mutation,5411,FBXL8
mutation,5412,FBXO10
mutation,5413,FBXO11
mutation,5414,FBXO15
mutation,5415,FBXO16
mutation,5416,FBXO17
mutation,5417,FBXO2
mutation,5418,FBXO21
mutation,5419,FBXO22
mutation,5420,FBXO24
mutation,5421,FBXO25
mutation,5422,FBXO27
mutation,5423,FBXO28
mutation,5424,FBXO3
mutation,5425,FBXO30
mutation,5426,FBXO31
mutation,5427,FBXO32
mutation,5428,FBXO33
mutation,5429,FBXO34
mutation,5430,FBXO36
mutation,5431,FBXO38
mutation,5432,FBXO39
mutation,5433,FBXO4
mutation,5434,FBXO40
mutation,5435,FBXO41
mutation,5436,FBXO42
mutation,5437,FBXO43
mutation,5438,FBXO44
mutation,5439,FBXO45
mutation,5440,FBXO46
mutation,5441,FBXO47
mutation,5442,FBXO48
mutation,5443,FBXO5
mutation,5444,FBXO6
mutation,5445,FBXO7
mutation,5446,FBXO8
mutation,5447,FBXO9
mutation,5448,FBXW10
mutation,5449,FBXW11
mutation,5450,FBXW12
mutation,5451,FBXW2
mutation,5452,FBXW4
mutation,5453,FBXW5
mutation,5454,FBXW7
mutation,5455,FBXW8
mutation,5456,FBXW9
mutation,5457,FCAMR
mutation,5458,FCAR
mutation,5459,FCER1A
mutation,5460,FCER1G
mutation,5461,FCER2
mutation,5462,FCF1
mutation,5463,FCGBP
mutation,5464,FCGR1A
mutation,5465,FCGR1B
mutation,5466,FCGR2A
mutation,5467,FCGR2B
mutation,5468,FCGR2C
mutation,5469,FCGR3A
mutation,5470,FCGR3B
mutation,5471,FCGRT
mutation,5472,FCHO1
mutation,5473,FCHO2
mutation,5474,FCHSD1
mutation,5475,FCHSD2
mutation,5476,FCMR
mutation,5477,FCN1
mutation,5478,FCN2
mutation,5479,FCN3
mutation,5480,FCRL1
mutation,5481,FCRL2
mutation,5482,FCRL3
mutation,5483,FCRL4
mutation,5484,FCRL5
mutation,5485,FCRL6
mutation,5486,FCRLA
mutation,5487,FCRLB
mutation,5488,FCSK
mutation,5489,FDCSP
mutation,5490,FDFT1
mutation,5491,FDPS
mutation,5492,FDX1
mutation,5493,FDX2
mutation,5494,FDXACB1
mutation,5495,FDXR
mutation,5496,FECH
mutation,5497,FEM1A
mutation,5498,FEM1B
mutation,5499,FEM1C
mutation,5500,FEN1
mutation,5501,FER
mutation,5502,FER1L5
mutation,5503,FER1L6
mutation,5504,FERD3L
mutation,5505,FERMT1
mutation,5506,FERMT2
mutation,5507,FERMT3
mutation,5508,FES
mutation,5509,FETUB
mutation,5510,FEV
mutation,5511,FEZ1
mutation,5512,FEZ2
mutation,5513,FEZF1
mutation,5514,FEZF2
mutation,5515,FFAR1
mutation,5516,FFAR2
mutation,5517,FFAR3
mutation,5518,FFAR4
mutation,5519,FGA
mutation,5520,FGB
mutation,5521,FGD1
mutation,5522,FGD2
mutation,5523,FGD3
mutation,5524,FGD4
mutation,5525,FGD5
mutation,5526,FGD6
mutation,5527,FGF1
mutation,5528,FGF10
mutation,5529,FGF11
mutation,5530,FGF12
mutation,5531,FGF13
mutation,5532,FGF14
mutation,5533,FGF16
mutation,5534,FGF17
mutation,5535,FGF18
mutation,5536,FGF19
mutation,5537,FGF2
mutation,5538,FGF20
mutation,5539,FGF21
mutation,5540,FGF22
mutation,5541,FGF23
mutation,5542,FGF3
mutation,5543,FGF4
mutation,5544,FGF5
mutation,5545,FGF6
mutation,5546,FGF7
mutation,5547,FGF8
mutation,5548,FGF9
mutation,5549,FGFBP1
mutation,5550,FGFBP2
mutation,5551,FGFBP3
mutation,5552,FGFR1
mutation,5553,FGFR1OP2
mutation,5554,FGFR2
mutation,5555,FGFR3
mutation,5556,FGFR4
mutation,5557,FGFRL1
mutation,5558,FGG
mutation,5559,FGGY
mutation,5560,FGL1
mutation,5561,FGL2
mutation,5562,FGR
mutation,5563,FH
mutation,5564,FHAD1
mutation,5565,FHDC1
mutation,5566,FHIT
mutation,5567,FHL1
mutation,5568,FHL2
mutation,5569,FHL3
mutation,5570,FHL5
mutation,5571,FHOD1
mutation,5572,FHOD3
mutation,5573,FIBCD1
mutation,5574,FIBIN
mutation,5575,FIBP
mutation,5576,FICD
mutation,5577,FIG4
mutation,5578,FIGLA
mutation,5579,FIGN
mutation,5580,FIGNL1
mutation,5581,FIGNL2
mutation,5582,FILIP1
mutation,5583,FILIP1L
mutation,5584,FIP1L1
mutation,5585,FIS1
mutation,5586,FITM1
mutation,5587,FITM2
mutation,5588,FIZ1
mutation,5589,FJX1
mutation,5590,FKBP10
mutation,5591,FKBP11
mutation,5592,FKBP14
mutation,5593,FKBP15
mutation,5594,FKBP1A
mutation,5595,FKBP1B
mutation,5596,FKBP1C
mutation,5597,FKBP2
mutation,5598,FKBP3
mutation,5599,FKBP4
mutation,5600,FKBP5
mutation,5601,FKBP6
mutation,5602,FKBP7
mutation,5603,FKBP8
mutation,5604,FKBP9
mutation,5605,FKBPL
mutation,5606,FKRP
mutation,5607,FKTN
mutation,5608,FLACC1
mutation,5609,FLAD1
mutation,5610,FLCN
mutation,5611,FLG
mutation,5612,FLG2
mutation,5613,FLI1
mutation,5614,FLII
mutation,5615,FLNA
mutation,5616,FLNB
mutation,5617,FLNC
mutation,5618,FLOT1
mutation,5619,FLOT2
mutation,5620,FLRT1
mutation,5621,FLRT2
mutation,5622,FLRT3
mutation,5623,FLT1
mutation,5624,FLT3
mutation,5625,FLT3LG
mutation,5626,FLT4
mutation,5627,FLVCR1
mutation,5628,FLVCR2
mutation,5629,FLYWCH1
mutation,5630,FLYWCH2
mutation,5631,FMC1-LUC7L2
mutation,5632,FMN1
mutation,5633,FMN2
mutation,5634,FMNL1
mutation,5635,FMNL2
mutation,5636,FMNL3
mutation,5637,FMO1
mutation,5638,FMO2
mutation,5639,FMO3
mutation,5640,FMO4
mutation,5641,FMO5
mutation,5642,FMOD
mutation,5643,FMR1
mutation,5644,FMR1NB
mutation,5645,FN1
mutation,5646,FN3K
mutation,5647,FN3KRP
mutation,5648,FNBP1
mutation,5649,FNBP1L
mutation,5650,FNBP4
mutation,5651,FNDC1
mutation,5652,FNDC10
mutation,5653,FNDC11
mutation,5654,FNDC3A
mutation,5655,FNDC3B
mutation,5656,FNDC4
mutation,5657,FNDC5
mutation,5658,FNDC7
mutation,5659,FNDC8
mutation,5660,FNIP1
mutation,5661,FNIP2
mutation,5662,FNTA
mutation,5663,FNTB
mutation,5664,FOCAD
mutation,5665,FOLH1
mutation,5666,FOLR1
mutation,5667,FOLR2
mutation,5668,FOLR3
mutation,5669,FOS
mutation,5670,FOSB
mutation,5671,FOSL1
mutation,5672,FOSL2
mutation,5673,FOXA1
mutation,5674,FOXA2
mutation,5675,FOXA3
mutation,5676,FOXB1
mutation,5677,FOXB2
mutation,5678,FOXC1
mutation,5679,FOXC2
mutation,5680,FOXD1
mutation,5681,FOXD2
mutation,5682,FOXD3
mutation,5683,FOXD4
mutation,5684,FOXD4L1
mutation,5685,FOXD4L3
mutation,5686,FOXD4L4
mutation,5687,FOXD4L5
mutation,5688,FOXD4L6
mutation,5689,FOXE1
mutation,5690,FOXE3
mutation,5691,FOXF1
mutation,5692,FOXF2
mutation,5693,FOXG1
mutation,5694,FOXH1
mutation,5695,FOXI1
mutation,5696,FOXI2
mutation,5697,FOXI3
mutation,5698,FOXJ1
mutation,5699,FOXJ2
mutation,5700,FOXJ3
mutation,5701,FOXK1
mutation,5702,FOXK2
mutation,5703,FOXL1
mutation,5704,FOXL2
mutation,5705,FOXL2NB
mutation,5706,FOXM1
mutation,5707,FOXN1
mutation,5708,FOXN2
mutation,5709,FOXN3
mutation,5710,FOXN4
mutation,5711,FOXO1
mutation,5712,FOXO3
mutation,5713,FOXO3B
mutation,5714,FOXO4
mutation,5715,FOXO6
mutation,5716,FOXP1
mutation,5717,FOXP2
mutation,5718,FOXP3
mutation,5719,FOXP4
mutation,5720,FOXQ1
mutation,5721,FOXR1
mutation,5722,FOXR2
mutation,5723,FOXRED1
mutation,5724,FOXRED2
mutation,5725,FOXS1
mutation,5726,FPGS
mutation,5727,FPGT
mutation,5728,FPR1
mutation,5729,FPR2
mutation,5730,FPR3
mutation,5731,FRA10AC1
mutation,5732,FRAS1
mutation,5733,FRAT1
mutation,5734,FRAT2
mutation,5735,FREM1
mutation,5736,FREM2
mutation,5737,FREM3
mutation,5738,FRG1
mutation,5739,FRG2
mutation,5740,FRG2B
mutation,5741,FRG2C
mutation,5742,FRK
mutation,5743,FRMD1
mutation,5744,FRMD3
mutation,5745,FRMD4A
mutation,5746,FRMD4B
mutation,5747,FRMD5
mutation,5748,FRMD6
mutation,5749,FRMD7
mutation,5750,FRMD8
mutation,5751,FRMPD1
mutation,5752,FRMPD2
mutation,5753,FRMPD3
mutation,5754,FRMPD4
mutation,5755,FRRS1
mutation,5756,FRRS1L
mutation,5757,FRS2
mutation,5758,FRS3
mutation,5759,FRY
mutation,5760,FRYL
mutation,5761,FRZB
mutation,5762,FSBP
mutation,5763,FSCB
mutation,5764,FSCN1
mutation,5765,FSCN2
mutation,5766,FSCN3
mutation,5767,FSD1
mutation,5768,FSD1L
mutation,5769,FSD2
mutation,5770,FSHB
mutation,5771,FSHR
mutation,5772,FSIP1
mutation,5773,FSIP2
mutation,5774,FST
mutation,5775,FSTL1
mutation,5776,FSTL3
mutation,5777,FSTL4
mutation,5778,FSTL5
mutation,5779,FTCD
mutation,5780,FTH1
mutation,5781,FTHL17
mutation,5782,FTL
mutation,5783,FTMT
mutation,5784,FTO
mutation,5785,FTSJ1
mutation,5786,FTSJ3
mutation,5787,FUBP1
mutation,5788,FUBP3
mutation,5789,FUCA1
mutation,5790,FUCA2
mutation,5791,FUNDC1
mutation,5792,FUNDC2
mutation,5793,FUOM
mutation,5794,FURIN
mutation,5795,FUS
mutation,5796,FUT1
mutation,5797,FUT10
mutation,5798,FUT11
mutation,5799,FUT2
mutation,5800,FUT3
mutation,5801,FUT4
mutation,5802,FUT5
mutation,5803,FUT6
mutation,5804,FUT7
mutation,5805,FUT8
mutation,5806,FUT9
mutation,5807,FUZ
mutation,5808,FXN
mutation,5809,FXR1
mutation,5810,FXR2
mutation,5811,FXYD1
mutation,5812,FXYD3
mutation,5813,FXYD4
mutation,5814,FXYD5
mutation,5815,FXYD6-FXYD2
mutation,5816,FXYD7
mutation,5817,FYB1
mutation,5818,FYB2
mutation,5819,FYCO1
mutation,5820,FYN
mutation,5821,FYTTD1
mutation,5822,FZD1
mutation,5823,FZD10
mutation,5824,FZD2
mutation,5825,FZD3
mutation,5826,FZD4
mutation,5827,FZD5
mutation,5828,FZD6
mutation,5829,FZD7
mutation,5830,FZD8
mutation,5831,FZD9
mutation,5832,FZR1
mutation,5833,G0S2
mutation,5834,G2E3
mutation,5835,G3BP1
mutation,5836,G3BP2
mutation,5837,G6PC1
mutation,5838,G6PC2
mutation,5839,G6PC3
mutation,5840,G6PD
mutation,5841,GAA
mutation,5842,GAB1
mutation,5843,GAB2
mutation,5844,GAB3
mutation,5845,GAB4
mutation,5846,GABARAP
mutation,5847,GABARAPL1
mutation,5848,GABARAPL2
mutation,5849,GABBR1
mutation,5850,GABBR2
mutation,5851,GABPA
mutation,5852,GABPB1
mutation,5853,GABPB2
mutation,5854,GABRA1
mutation,5855,GABRA2
mutation,5856,GABRA3
mutation,5857,GABRA4
mutation,5858,GABRA5
mutation,5859,GABRA6
mutation,5860,GABRB1
mutation,5861,GABRB2
mutation,5862,GABRB3
mutation,5863,GABRD
mutation,5864,GABRE
mutation,5865,GABRG1
mutation,5866,GABRG2
mutation,5867,GABRG3
mutation,5868,GABRP
mutation,5869,GABRQ
mutation,5870,GABRR1
mutation,5871,GABRR2
mutation,5872,GABRR3
mutation,5873,GAD1
mutation,5874,GAD2
mutation,5875,GADD45A
mutation,5876,GADD45B
mutation,5877,GADD45G
mutation,5878,GADD45GIP1
mutation,5879,GADL1
mutation,5880,GAGE1
mutation,5881,GAGE10
mutation,5882,GAGE12J
mutation,5883,GAGE2A
mutation,5884,GAGE2E
mutation,5885,GAK
mutation,5886,GAL
mutation,5887,GAL3ST1
mutation,5888,GAL3ST2
mutation,5889,GAL3ST3
mutation,5890,GAL3ST4
mutation,5891,GALC
mutation,5892,GALE
mutation,5893,GALK1
mutation,5894,GALK2
mutation,5895,GALM
mutation,5896,GALNS
mutation,5897,GALNT1
mutation,5898,GALNT10
mutation,5899,GALNT11
mutation,5900,GALNT12
mutation,5901,GALNT13
mutation,5902,GALNT14
mutation,5903,GALNT15
mutation,5904,GALNT16
mutation,5905,GALNT17
mutation,5906,GALNT18
mutation,5907,GALNT2
mutation,5908,GALNT3
mutation,5909,GALNT4
mutation,5910,GALNT5
mutation,5911,GALNT6
mutation,5912,GALNT7
mutation,5913,GALNT8
mutation,5914,GALNT9
mutation,5915,GALNTL5
mutation,5916,GALNTL6
mutation,5917,GALP
mutation,5918,GALR1
mutation,5919,GALR2
mutation,5920,GALR3
mutation,5921,GALT
mutation,5922,GAMT
mutation,5923,GAN
mutation,5924,GANAB
mutation,5925,GANC
mutation,5926,GAP43
mutation,5927,GAPDH
mutation,5928,GAPDHS
mutation,5929,GAPT
mutation,5930,GAPVD1
mutation,5931,GAR1
mutation,5932,GAREM1
mutation,5933,GAREM2
mutation,5934,GARNL3
mutation,5935,GARRE1
mutation,5936,GARS1
mutation,5937,GART
mutation,5938,GAS1
mutation,5939,GAS2
mutation,5940,GAS2L1
mutation,5941,GAS2L2
mutation,5942,GAS2L3
mutation,5943,GAS6
mutation,5944,GAS7
mutation,5945,GAS8
mutation,5946,GASK1A
mutation,5947,GASK1B
mutation,5948,GAST
mutation,5949,GATA1
mutation,5950,GATA2
mutation,5951,GATA3
mutation,5952,GATA4
mutation,5953,GATA5
mutation,5954,GATA6
mutation,5955,GATAD1
mutation,5956,GATAD2A
mutation,5957,GATAD2B
mutation,5958,GATB
mutation,5959,GATC
mutation,5960,GATD1
mutation,5961,GATD3A
mutation,5962,GATD3B
mutation,5963,GATM
mutation,5964,GBA
mutation,5965,GBA2
mutation,5966,GBA3
mutation,5967,GBE1
mutation,5968,GBF1
mutation,5969,GBGT1
mutation,5970,GBP1
mutation,5971,GBP2
mutation,5972,GBP3
mutation,5973,GBP4
mutation,5974,GBP5
mutation,5975,GBP6
mutation,5976,GBP7
mutation,5977,GBX1
mutation,5978,GBX2
mutation,5979,GC
mutation,5980,GCA
mutation,5981,GCAT
mutation,5982,GCC1
mutation,5983,GCC2
mutation,5984,GCDH
mutation,5985,GCFC2
mutation,5986,GCG
mutation,5987,GCGR
mutation,5988,GCH1
mutation,5989,GCK
mutation,5990,GCKR
mutation,5991,GCLC
mutation,5992,GCLM
mutation,5993,GCM1
mutation,5994,GCM2
mutation,5995,GCN1
mutation,5996,GCNA
mutation,5997,GCNT1
mutation,5998,GCNT2
mutation,5999,GCNT3
mutation,6000,GCNT4
mutation,6001,GCOM1
mutation,6002,GCSAM
mutation,6003,GCSAML
mutation,6004,GCSH
mutation,6005,GDA
mutation,6006,GDAP1
mutation,6007,GDAP1L1
mutation,6008,GDAP2
mutation,6009,GDE1
mutation,6010,GDF1
mutation,6011,GDF10
mutation,6012,GDF11
mutation,6013,GDF15
mutation,6014,GDF2
mutation,6015,GDF3
mutation,6016,GDF5
mutation,6017,GDF5-AS1
mutation,6018,GDF6
mutation,6019,GDF7
mutation,6020,GDF9
mutation,6021,GDI1
mutation,6022,GDI2
mutation,6023,GDNF
mutation,6024,GDPD1
mutation,6025,GDPD2
mutation,6026,GDPD3
mutation,6027,GDPD4
mutation,6028,GDPD5
mutation,6029,GDPGP1
mutation,6030,GEM
mutation,6031,GEMIN2
mutation,6032,GEMIN4
mutation,6033,GEMIN5
mutation,6034,GEMIN6
mutation,6035,GEMIN7
mutation,6036,GEMIN8
mutation,6037,GEN1
mutation,6038,GET1
mutation,6039,GET3
mutation,6040,GET4
mutation,6041,GFAP
mutation,6042,GFER
mutation,6043,GFI1
mutation,6044,GFI1B
mutation,6045,GFM1
mutation,6046,GFM2
mutation,6047,GFOD1
mutation,6048,GFOD2
mutation,6049,GFPT1
mutation,6050,GFPT2
mutation,6051,GFRA1
mutation,6052,GFRA2
mutation,6053,GFRA3
mutation,6054,GFRA4
mutation,6055,GFRAL
mutation,6056,GFUS
mutation,6057,GFY
mutation,6058,GGA1
mutation,6059,GGA2
mutation,6060,GGA3
mutation,6061,GGACT
mutation,6062,GGCT
mutation,6063,GGCX
mutation,6064,GGH
mutation,6065,GGN
mutation,6066,GGNBP2
mutation,6067,GGPS1
mutation,6068,GGT1
mutation,6069,GGT2
mutation,6070,GGT5
mutation,6071,GGT6
mutation,6072,GGT7
mutation,6073,GGTLC1
mutation,6074,GGTLC2
mutation,6075,GGTLC3
mutation,6076,GH1
mutation,6077,GH2
mutation,6078,GHDC
mutation,6079,GHITM
mutation,6080,GHR
mutation,6081,GHRH
mutation,6082,GHRHR
mutation,6083,GHRL
mutation,6084,GHSR
mutation,6085,GID4
mutation,6086,GID8
mutation,6087,GIGYF1
mutation,6088,GIGYF2
mutation,6089,GIMAP1
mutation,6090,GIMAP2
mutation,6091,GIMAP4
mutation,6092,GIMAP5
mutation,6093,GIMAP6
mutation,6094,GIMAP7
mutation,6095,GIMAP8
mutation,6096,GIN1
mutation,6097,GINM1
mutation,6098,GINS1
mutation,6099,GINS2
mutation,6100,GINS3
mutation,6101,GINS4
mutation,6102,GIP
mutation,6103,GIPC1
mutation,6104,GIPC2
mutation,6105,GIPC3
mutation,6106,GIPR
mutation,6107,GIT1
mutation,6108,GIT2
mutation,6109,GJA1
mutation,6110,GJA10
mutation,6111,GJA3
mutation,6112,GJA4
mutation,6113,GJA5
mutation,6114,GJA8
mutation,6115,GJA9
mutation,6116,GJB1
mutation,6117,GJB2
mutation,6118,GJB3
mutation,6119,GJB4
mutation,6120,GJB5
mutation,6121,GJB6
mutation,6122,GJB7
mutation,6123,GJC1
mutation,6124,GJC2
mutation,6125,GJC3
mutation,6126,GJD2
mutation,6127,GJD3
mutation,6128,GJD4
mutation,6129,GJE1
mutation,6130,GK
mutation,6131,GK2
mutation,6132,GK5
mutation,6133,GKAP1
mutation,6134,GKN1
mutation,6135,GKN2
mutation,6136,GLA
mutation,6137,GLB1
mutation,6138,GLB1L
mutation,6139,GLB1L2
mutation,6140,GLB1L3
mutation,6141,GLCCI1
mutation,6142,GLCE
mutation,6143,GLDC
mutation,6144,GLDN
mutation,6145,GLE1
mutation,6146,GLG1
mutation,6147,GLI1
mutation,6148,GLI2
mutation,6149,GLI3
mutation,6150,GLI4
mutation,6151,GLIPR1
mutation,6152,GLIPR1L1
mutation,6153,GLIPR1L2
mutation,6154,GLIPR2
mutation,6155,GLIS1
mutation,6156,GLIS2
mutation,6157,GLIS3
mutation,6158,GLMN
mutation,6159,GLMP
mutation,6160,GLO1
mutation,6161,GLOD4
mutation,6162,GLOD5
mutation,6163,GLP1R
mutation,6164,GLP2R
mutation,6165,GLRA1
mutation,6166,GLRA2
mutation,6167,GLRA3
mutation,6168,GLRA4
mutation,6169,GLRB
mutation,6170,GLRX
mutation,6171,GLRX2
mutation,6172,GLRX3
mutation,6173,GLRX5
mutation,6174,GLS
mutation,6175,GLS2
mutation,6176,GLT1D1
mutation,6177,GLT6D1
mutation,6178,GLT8D1
mutation,6179,GLT8D2
mutation,6180,GLTP
mutation,6181,GLTPD2
mutation,6182,GLUD1
mutation,6183,GLUD2
mutation,6184,GLUL
mutation,6185,GLYAT
mutation,6186,GLYATL1
mutation,6187,GLYATL1B
mutation,6188,GLYATL2
mutation,6189,GLYATL3
mutation,6190,GLYCTK
mutation,6191,GLYR1
mutation,6192,GM2A
mutation,6193,GMCL1
mutation,6194,GMCL2
mutation,6195,GMDS
mutation,6196,GMEB1
mutation,6197,GMEB2
mutation,6198,GMFB
mutation,6199,GMFG
mutation,6200,GMIP
mutation,6201,GML
mutation,6202,GMNC
mutation,6203,GMNN
mutation,6204,GMPPA
mutation,6205,GMPPB
mutation,6206,GMPR
mutation,6207,GMPR2
mutation,6208,GMPS
mutation,6209,GNA11
mutation,6210,GNA12
mutation,6211,GNA13
mutation,6212,GNA14
mutation,6213,GNA15
mutation,6214,GNAI1
mutation,6215,GNAI2
mutation,6216,GNAI3
mutation,6217,GNAL
mutation,6218,GNAO1
mutation,6219,GNAQ
mutation,6220,GNAS
mutation,6221,GNAT1
mutation,6222,GNAT3
mutation,6223,GNAZ
mutation,6224,GNB1
mutation,6225,GNB1L
mutation,6226,GNB2
mutation,6227,GNB3
mutation,6228,GNB4
mutation,6229,GNB5
mutation,6230,GNE
mutation,6231,GNG10
mutation,6232,GNG11
mutation,6233,GNG12
mutation,6234,GNG13
mutation,6235,GNG14
mutation,6236,GNG2
mutation,6237,GNG3
mutation,6238,GNG4
mutation,6239,GNG5
mutation,6240,GNG7
mutation,6241,GNG8
mutation,6242,GNGT1
mutation,6243,GNGT2
mutation,6244,GNL1
mutation,6245,GNL2
mutation,6246,GNL3
mutation,6247,GNL3L
mutation,6248,GNLY
mutation,6249,GNMT
mutation,6250,GNPAT
mutation,6251,GNPDA1
mutation,6252,GNPDA2
mutation,6253,GNPNAT1
mutation,6254,GNPTAB
mutation,6255,GNPTG
mutation,6256,GNRH1
mutation,6257,GNRH2
mutation,6258,GNRHR
mutation,6259,GNS
mutation,6260,GOLGA1
mutation,6261,GOLGA2
mutation,6262,GOLGA3
mutation,6263,GOLGA4
mutation,6264,GOLGA5
mutation,6265,GOLGA6A
mutation,6266,GOLGA6B
mutation,6267,GOLGA6C
mutation,6268,GOLGA6D
mutation,6269,GOLGA6L10
mutation,6270,GOLGA6L2
mutation,6271,GOLGA6L22
mutation,6272,GOLGA6L4
mutation,6273,GOLGA6L6
mutation,6274,GOLGA6L7
mutation,6275,GOLGA6L9
mutation,6276,GOLGA7
mutation,6277,GOLGA7B
mutation,6278,GOLGA8A
mutation,6279,GOLGA8B
mutation,6280,GOLGA8F
mutation,6281,GOLGA8G
mutation,6282,GOLGA8H
mutation,6283,GOLGA8J
mutation,6284,GOLGA8K
mutation,6285,GOLGA8M
mutation,6286,GOLGA8N
mutation,6287,GOLGA8O
mutation,6288,GOLGA8Q
mutation,6289,GOLGA8R
mutation,6290,GOLGA8S
mutation,6291,GOLGA8T
mutation,6292,GOLGB1
mutation,6293,GOLIM4
mutation,6294,GOLM1
mutation,6295,GOLM2
mutation,6296,GOLPH3
mutation,6297,GOLPH3L
mutation,6298,GOLT1A
mutation,6299,GOLT1B
mutation,6300,GON4L
mutation,6301,GON7
mutation,6302,GOPC
mutation,6303,GORAB
mutation,6304,GORASP1
mutation,6305,GORASP2
mutation,6306,GOSR1
mutation,6307,GOSR2
mutation,6308,GOT1
mutation,6309,GOT1L1
mutation,6310,GOT2
mutation,6311,GP1BA
mutation,6312,GP1BB
mutation,6313,GP2
mutation,6314,GP5
mutation,6315,GP6
mutation,6316,GP9
mutation,6317,GPA33
mutation,6318,GPAA1
mutation,6319,GPALPP1
